device_timestamp_us,host_timestamp_utc,event_type,detector,state,envelope_voltage,marker_id,phase,trial,prescribed_intensity,message
6456537680,2026-09-17T09:10:00.921413+00:00,CONTRACTION_RELEASE,adaptive,REFRACTORY,0.013420422554016114,,,,,
6457258405,2026-09-17T09:10:01.647674+00:00,PHASE_MARKER,system,,,143,rest,28,strong,
6460276969,2026-09-17T09:10:04.660933+00:00,PHASE_MARKER,system,,,144,prepare,29,medium,
6463330474,2026-09-17T09:10:07.715302+00:00,PHASE_MARKER,system,,,145,contract,29,medium,
6463905262,2026-09-17T09:10:08.282652+00:00,CONTRACTION_START,adaptive,ACTIVE,0.759348876953125,,,,,
6463906479,2026-09-17T09:10:08.298376+00:00,CONTRACTION_START,fixed,ACTIVE,0.7633363037109375,,,,,
6465387265,2026-09-17T09:10:09.775808+00:00,PHASE_MARKER,system,,,146,rest,29,medium,
6465677734,2026-09-17T09:10:10.063607+00:00,CONTRACTION_RELEASE,fixed,REFRACTORY,0.016606834411621096,,,,,
6465684660,2026-09-17T09:10:10.077918+00:00,CONTRACTION_RELEASE,adaptive,REFRACTORY,0.01786293411254883,,,,,
6468203869,2026-09-17T09:10:12.595733+00:00,CONTRACTION_START,adaptive,ACTIVE,0.04210868072509766,,,,,
6468397823,2026-09-17T09:10:12.791973+00:00,PHASE_MARKER,system,,,147,prepare,30,weak,
6468464233,2026-09-17T09:10:12.841173+00:00,CONTRACTION_RELEASE,adaptive,REFRACTORY,0.021059850692749023,,,,,
6469277144,2026-09-17T09:10:13.654580+00:00,CONTRACTION_START,adaptive,ACTIVE,0.06805374908447266,,,,,
6469278371,2026-09-17T09:10:13.674163+00:00,CONTRACTION_START,fixed,ACTIVE,0.06474024963378906,,,,,
6471451502,2026-09-17T09:10:15.840610+00:00,PHASE_MARKER,system,,,148,contract,30,weak,
6473103388,2026-09-17T09:10:17.480746+00:00,CONTRACTION_RELEASE,fixed,REFRACTORY,0.018455039978027343,,,,,
6473104660,2026-09-17T09:10:17.496305+00:00,CONTRACTION_RELEASE,adaptive,REFRACTORY,0.018724002838134766,,,,,
6473461289,2026-09-17T09:10:17.852665+00:00,PHASE_MARKER,system,,,149,rest,30,weak,
6473505813,2026-09-17T09:10:17.883512+00:00,CONTRACTION_START,adaptive,ACTIVE,0.03541014099121094,,,,,
6474708348,2026-09-17T09:10:19.085891+00:00,CONTRACTION_RELEASE,adaptive,REFRACTORY,0.016676942825317384,,,,,
